domain,ranking,mld_res,mld.ps_res,card_rem,ratio_Rrem,ratio_Arem,jaccard_RR,jaccard_RA,jaccard_AR,jaccard_AA,jaccard_ARrd,jaccard_ARrem,label
therealonlinedatinggame.com/login.paypal.com.au/encripted/ssl218.site/login.html?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5642070071eabfe6a32741bf423504ccb642070071eabfe6a32741bf423504ccb,10000000,0.0,0.0,11.0,145.454545,144.909091,0.0,0.0,0.0,0.0,0.0,0.798423,1
taesx.com/img?http:/us.battle.net/login/en/?ref=http:/us.battle.net/d3/en/index,10000000,0.0,0.0,7.0,184.285714,186.571429,0.0,0.0,0.0,0.0,0.0,0.76,1
www.tophosts.com/articles/?3016.html,87774,0.0,0.0,2.0,152.0,151.0,0.0,0.0,0.0,0.0,0.0,0.830816,0
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cq4PKHXM_Oni9hJVZFR2miyYco6TvPGtUoArd23cB0DpjDXEH24nZE1Zav9KPVjMskTIDYUWLgcliZPXPJz-UViBSfK_O_nNxXav9LkOLu_c7Sqo_lkzstPt1ChxOH543pCthG-fBw9luvaXD5x2kQLksJDywkgh0hxhylJbVU2TP4ln3tBWIuJwltwsorPnM1A7CRMhV1QvqOVea8zrXQf1zcpmQ\%3D\%3D&amp;attredirects=2',4570,1.0,1.0,23.0,65.130435,63.826087,0.004651,0.004065,0.002663,0.002037,0.571429,0.818516,1
www.sanguine.com/our-products/ironclaw/,10000000,1.0,0.0,4.0,59.75,60.75,0.003937,0.003876,0.003968,0.003906,0.875,0.691228,0
www.forums-managementz.tk/login.asp?ref=us.battle.net/account/management/index.xml&amp;amp;amp;app=bam,10000000,0.0,0.0,12.0,160.75,162.5,0.0,0.0,0.0,0.0,0.0,0.776099,1
asilozturk.com/kat_site/iToken.php,10000000,0.0,0.0,4.0,145.25,152.0,0.0,0.0,0.0,0.0,0.0,0.832049,1
www.hexisoft.com/icon/index.html,10000000,0.0,0.0,3.0,136.333333,137.666667,0.0,0.0,0.0,0.0,0.0,0.798687,0
www.paypal.ca.8223.secure7u.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=23b9bc8400e9dd3bd9065e12b369a86c,10000000,0.0,0.0,10.0,86.4,83.2,0.0,0.0,0.0,0.0,0.0,0.701103,1
www.olcsoft.com/olc_mfg.htm,10000000,0.0,0.0,2.0,10.5,6.5,0.0,0.0,0.0,0.0,0.0,0.478261,0
paleolithicscave.thenth.net/coppermine/albums/edit/pp/,10000000,1.0,0.0,3.0,21.666667,19.0,0.0,0.0,0.0,0.0,0.75,0.584416,1
www.nbyixing.com/pro/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;amp;app=com-d3,10000000,0.0,0.0,9.0,212.444444,217.666667,0.0,0.0,0.0,0.0,0.0,0.71359,1
www.suntory.co.jp/restaurants/,6958,1.0,0.0,1.0,76.0,78.0,0.010989,0.0,0.011494,0.0,0.75,0.692308,0
www.adass.org/adass/proceedings/adass94/landsmanw.html,10000000,1.0,0.0,5.0,60.8,60.2,0.016447,0.013245,0.013158,0.013289,0.8,0.850153,0
tools.ietf.org/html/rfc2439,14969,1.0,0.0,1.0,265.0,268.0,0.0,0.0,0.0,0.0,0.916667,0.850694,0
slashdot.org/articles/older/00001029.shtml,1859,1.0,1.0,3.0,21.666667,18.0,0.0,0.0,0.0,0.0,0.75,0.676056,0
www.cotton.org/journal/2006-10/1/upload/jcs10-061.pdf,10000000,1.0,0.0,3.0,172.0,180.666667,0.0,0.0,0.0,0.0,0.767442,0.784148,0
etd.utk.edu/2002/SongHua.pdf,12989,1.0,1.0,2.0,160.5,167.0,0.003049,0.002933,0.003096,0.002976,0.375,0.779891,0
www.cc.mahidol.ac.th/eng/sccs.htm,33880,1.0,0.0,4.0,44.25,42.0,0.0,0.0,0.0,0.0,0.846154,0.674757,0
www.consumer.att.com/relay/,400,1.0,1.0,2.0,73.0,75.5,0.008811,0.021834,0.010363,0.025641,0.5,0.697143,0
caribbeanhomes.info/wp-acc.php,10000000,0.0,0.0,2.0,236.5,239.0,0.0,0.0,0.0,0.0,0.0,0.828846,1
www.swcp.com/~walt/fortran_store/Html/Info/books/adsff.html,485934,0.0,0.0,7.0,126.285714,133.142857,0.0,0.0,0.0,0.0,0.0,0.734479,0
tools.ietf.org/html/rfc1600,14969,1.0,0.0,1.0,265.0,268.0,0.0,0.0,0.0,0.0,0.916667,0.850694,0
aotmcmain.tripod.com/index.html,1267,1.0,1.0,2.0,179.0,181.5,0.0,0.002604,0.0,0.002653,0.681818,0.811558,0
www.saunalahti.fi/~samiuus/toni/xmlproc,16158,1.0,1.0,4.0,45.5,43.75,0.0,0.0,0.0,0.0,0.470588,0.724638,0
"'kazlas.000space.com/forums.ws15,16,650,91478147/login.html'",76484,0.0,0.0,3.0,363.0,377.333333,0.0,0.0,0.0,0.0,0.0,0.863255,1
habbok.kanak.fr/,268186,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.916667,0,1
www.pdos.lcs.mit.edu/papers/webauth:sec10.pdf,1303,1.0,1.0,6.0,165.0,170.166667,0.002882,0.004673,0.003842,0.005607,0.602941,0.711489,0
www.smartison.com/winpopup,10000000,0.0,0.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.666667,0
login.verification.cgi-bin.webscr.cmd.login.submit.559946517834567843657828478436584372578234234865647835435.clarkpoolinteriors.com.au/,10000000,0.0,0.0,8.0,168.5,170.125,0.0,0.0,0.0,0.0,0.0,0.786939,1
www.jbox.dk/sanos/,10000000,1.0,0.0,1.0,294.0,350.0,0.0,0.0,0.0,0.0,0.333333,0.712766,0
www.music.mcgill.ca/musictech/nime/,10685,1.0,1.0,4.0,189.0,197.75,0.0,0.002469,0.0,0.002475,0.818182,0.751982,0
www.apl.jhu.edu/~hall/java/Java-from-JavaScript.html,9031,1.0,1.0,6.0,236.166667,249.5,0.0,0.002644,0.0,0.002654,0.7,0.831552,0
www.automatedqa.com/products/aqnet.asp,10000000,1.0,0.0,3.0,142.333333,143.333333,0.0,0.0,0.0,0.0,0.666667,0.632381,0
archive.adaic.com/compilers/webada/,10000000,0.0,0.0,3.0,156.666667,153.0,0.0,0.0,0.0,0.0,0.0,0.653025,0
oreilly.com/catalog/9780596005535/,4626,1.0,1.0,1.0,42.0,41.0,0.0,0.0,0.0,0.0,0.625,0.566038,0
spreadsheets.google.com/spreadsheet/viewform?formkey=dFdGU080bnItalZrN1BFRHZNWWpUUkE6MQ,1,1.0,1.0,6.0,71.166667,78.666667,0.028235,0.032239,0.027365,0.031432,0.886969,0.696226,1
caomeishop.com/home/.../ppl_dk3/webscr.htm,10000000,0.0,0.0,5.0,187.6,194.0,0.0,0.0,0.0,0.0,0.0,0.705094,1
straightup.ch/~kaiser/includes/.dd/0671af536c6b98ed1920237f8665e987/,10000000,0.0,0.0,2.0,23.5,23.0,0.0,0.0,0.0,0.0,0.0,0.754717,1
www.orisinil.com/ymtiny/,100898,1.0,0.0,1.0,34.0,27.0,0.0,0.0,0.0,0.0,0.666667,0.525,0
www31.tok2.com/home/akimichi/aki/program/gp/,6980,1.0,0.0,4.0,158.5,170.25,0.0,0.0,0.0,0.0,0.75,0.753333,0
bradtsics.com/zDcntrlde/webscr.php?cmd_=session.start&amp;sdr01=bWVAMjBkYXlzZHVsbC5kZQ==,10000000,0.0,0.0,10.0,103.1,101.2,0.0,0.0,0.0,0.0,0.0,0.767301,1
tools.ietf.org/html/rfc2261,14969,1.0,0.0,1.0,265.0,268.0,0.0,0.0,0.0,0.0,0.916667,0.850694,0
www.cizgiservis.com/wp-includes/cielonacopa.php,10000000,0.0,0.0,4.0,126.0,128.75,0.0,0.0,0.0,0.0,0.0,0.842676,1
tools.ietf.org/html/rfc2855,14969,1.0,0.0,1.0,265.0,268.0,0.0,0.0,0.0,0.0,0.916667,0.850694,0
www.ukscreen.com/crew/CliveNorth,10000000,0.0,0.0,2.0,17.0,14.5,0.0,0.0,0.0,0.0,0.0,0.615385,0
"'www.pearsonhighered.com/educator/academic/product/0,,0201704854,00\%2Ben-USS_01DBC.html'",24147,1.0,1.0,6.0,58.833333,56.666667,0.0,0.0,0.0,0.0,0.25,0.833333,0
skincare.beautyandwellbeingdirect.com/7816590964/902491205/,10000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
www.cs.arizona.edu/patterns/weaving/books/atr_calc.pdf,6655,1.0,1.0,6.0,115.333333,127.0,0.0,0.002457,0.0,0.002448,0.761905,0.764563,0
www722.paypal.ca.82577.securessl-100.mx/js/web.apps/ca/m.pp/?cmnd=_lg&pageName=_edit,10000000,0.0,0.0,8.0,98.5,97.625,0.0,0.0,0.0,0.0,0.0,0.692557,1
tintin.sourceforge.net/msdp/arachnos/,168,1.0,1.0,3.0,16.333333,13.333333,0.0,0.0,0.0,0.0,0.666667,0.589286,0
msster.com/f/1/,10000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
www.foa.se/fusion/,10000000,1.0,0.0,1.0,34.0,39.0,0.018182,0.016667,0.0,0.0,0.636364,0.431373,0
jbribasimoveis.com.br/busca/simples/finalidade/inform.htm,10000000,0.0,0.0,6.0,23.833333,19.666667,0.0,0.0,0.0,0.0,0.0,0.641509,1
www.dvorezsporta.ru/images/stories/fruit/archives/plugingb/login.php,10000000,0.0,0.0,7.0,214.714286,221.0,0.0,0.0,0.0,0.0,0.0,0.865443,1
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&attachauth=ANoY7cocTbw90AzA8sHY6nD4WOMKT98TJE_PmOr4lj4UGnHvOkr9zRWOOR9IlOGzt6kj5VP0rMWVhCxctQ3siFOIv5vJ9GZP3zGZDaVoc0O8ZuZulkij9eT9qC3TtvF_JdrTxwIyaOcKc0pmFgqvWqm0UI-ZEgbxivVx-jG2U_NXhsF40YYOEwZeQ4xe4H_gnC2QyZyDEUyyyZEaBfs8ah04MvZvkxQobg\%3D\%3D&attredirects=0',4570,1.0,1.0,15.0,99.866667,97.866667,0.004651,0.004065,0.002663,0.002037,0.571429,0.818516,1
www.modwit.com/wp-content/themes/kingsize/ussers.php,10000000,0.0,0.0,5.0,114.4,114.6,0.0,0.0,0.0,0.0,0.0,0.832,1
www.saintelucetennis.fr/paypal_us/management/financial/login.html?cmd=_login-run,10000000,0.0,0.0,8.0,194.625,201.25,0.0,0.0,0.0,0.0,0.0,0.834878,1
goparanormal.info/wp-includes/pomo/ganadero/,10000000,0.0,0.0,3.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.826087,1
www.wired.com/science/discoveries/news/2000/05/36600,801,1.0,1.0,3.0,322.0,332.0,0.002006,0.006849,0.001014,0.004941,0.588235,0.82342,0
ppalhostserver.freeweq.com/login_session/index.html,10000000,0.0,0.0,4.0,284.75,293.75,0.0,0.0,0.0,0.0,0.0,0.845295,1
www.mariagarcia.es/wp-includes/images/smilies/forms.asp.htm,10000000,0.0,0.0,6.0,45.333333,39.0,0.0,0.0,0.0,0.0,0.0,0.721088,1
www.comprapremiadapromocoes.com.br/v3/cadastro.html?OIX4PMZ36530UI8JETLVHV7JIK08M66BO4EEQEGVII5D2CWF6IBMDI6W3F4PL010CFO3T5YCN4POFM5K5F8IXDE1SIPERPO46C7ZG6B492RNNV9SBFB0SQ0L9YZZNN4TZ0SFE5JN6BBS7JLIYWRRM1CUYBUMYXGY89EM,10000000,0.0,0.0,2.0,140.0,140.5,0.0,0.0,0.0,0.0,0.0,0.845395,1
www.erational.org/software/sudoku/,10000000,0.0,0.0,2.0,363.0,379.5,0.0,0.0,0.0,0.0,0.0,0.898977,0
tridentnav.se/index.php?lang=en,10000000,0.0,0.0,3.0,185.666667,192.666667,0.0,0.0,0.0,0.0,0.0,0.816,0
pinterest.com/gizmorati/,34,1.0,1.0,2.0,13.0,9.0,0.0,0.0,0.0,0.0,0.341463,0.62963,0
www.cl.cam.ac.uk/~mr10/,5738,1.0,0.0,1.0,112.0,121.0,0.0,0.0,0.0,0.0,0.659574,0.688406,0
scgi15baycouk.voila.net/8mcjr4un854hfyh457hfurt4hjyf7hu4ruhyf8urd4ufdreujhyrfdjuh74ryd8fj7yftu74dtf45td7f45yud7th4fh5tydfj4rugft4rhftdyrdjfuyehs6dtef4vfedsd3asdgfgyuh3jxufi9ufbxuyehgdsjyxftewv6xd534hxyd7f3ihjufdyhgftegyfjy43x8fhxrf56e,21717,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466667,0,1
tools.ietf.org/html/rfc806,14969,1.0,0.0,1.0,265.0,268.0,0.0,0.0,0.0,0.0,0.916667,0.850694,0
www.hlcopy.com.ve/~be/paypal/_webscr1.php?cmd=_confirm&session=gx4w5u1drmu8jxhd_0jblthbz_hhr6-k2ek4hq48uljouijhn1bet4azmj0&dispatch=y4q4w3v3r3n3s2e373f3257403b474m3q3n4j3c5x4x3u3n2s3c304e2,10000000,0.0,0.0,10.0,61.2,59.3,0.0,0.0,0.0,0.0,0.0,0.831307,1
www.basketmaniacs.com/plugins/tmp/Cadastro-Cielo/,10000000,0.0,0.0,4.0,21.75,18.25,0.0,0.0,0.0,0.0,0.0,0.666667,1
beam.to/285,370308,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677419,0,1
paypal.com-us.cgi-bin.webscr.cmdflowsession.5evz-w6sy-2cv1um6beooyfoha0tgg1rj8mso2gsy6.wy3e7zoy6mq.msy-dispatch.5885d80a13c0db1f8e263663d3faee1bd6d43d.videogames4ever.com/paypal.active/PayPal/payment/,10000000,0.0,0.0,18.0,56.333333,51.555556,0.0,0.0,0.0,0.0,0.0,0.672696,1
us.battle.net.aaus.asia/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,10000000,1.0,0.0,7.0,204.857143,205.571429,0.0,0.0,0.0,0.0,0.5,0.763659,1
ti.arc.nasa.gov/tech/rse/synthesis-projects-applications/autoclass/,772,1.0,1.0,7.0,105.285714,106.0,0.005076,0.007585,0.005109,0.007634,0.779661,0.73185,0
paypalbase.com/us/webscr/secure-code2/security/login.php,10000000,0.0,0.0,7.0,330.0,346.714286,0.0,0.0,0.0,0.0,0.0,0.816334,1
asdxhazlskuy.szm.com/us.htm?BayISAPI.dll?SignIn&UsingSSL=1&pUserId=&co_partnerId=2&siteid=0&ru=my.ebay.com/ws/eBayISAPI.dll?MyEbayBeta&MyEbay=&CurrentPage=MyeBaySummary&ssPageName=STRK:ME:LNLK:MESUMX&gbh=1&guest=1&pageType=3984,42059,1.0,1.0,23.0,33.391304,29.956522,0.001289,0.001435,0.001294,0.001441,0.666667,0.663242,1
www.gotw.ca/publications/mill14.htm,581630,1.0,0.0,2.0,23.5,17.5,0.0,0.0,0.0,0.0,0.5,0.673469,0
www.scsrxx.com/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=wwwssl=0imgpyku2012-11-12a??a??01:15:47dest,10000000,0.0,0.0,9.0,159.666667,160.555556,0.0,0.0,0.0,0.0,0.0,0.793404,1
aquafiltersrbija.rs/account_update.htm,10000000,0.0,0.0,3.0,86.0,91.0,0.0,0.0,0.0,0.0,0.0,0.712903,1
www.insala.com/career-transition.asp,894024,1.0,0.0,3.0,38.333333,29.666667,0.0,0.0,0.0,0.0,0.75,0.59375,0
www.badbunnyrollers.com/wp-content/uploads/2011/11/antivirus/Admin/Webmail.htm,10000000,0.0,0.0,7.0,197.142857,191.285714,0.0,0.0,0.0,0.0,0.0,0.773646,1
montlackrealty.com/dic8/index.html,10000000,0.0,0.0,3.0,119.333333,121.0,0.0,0.0,0.0,0.0,0.0,0.811558,1
www.calpoly.edu/~eli/iceb/ICEB2007/,32348,1.0,0.0,2.0,63.5,60.0,0.0,0.0,0.0,0.0,0.785714,0.614379,0
gamealive.tk/usa,10000000,0.0,0.0,1.0,114.0,113.0,0.0,0.0,0.0,0.0,0.0,0.719697,1
www.splchina.com/flash?us.battle.net/login/en/?ref,10000000,0.0,0.0,5.0,259.2,267.6,0.0,0.0,0.0,0.0,0.0,0.784553,1
members.tripod.com/atomicarts/,1267,1.0,1.0,2.0,44.0,42.0,0.0,0.0,0.0,0.0,0.681818,0.622642,0
www.paypal.com-secured-account-apdate-1000987454111111-cmd-secured.way-loggin.system.secured.number100025544786554412.secured-action-cmd-ref.10987451agtyudsxqwmluiyytr214dssdfkjomzd4fdsfs.deterrawingchun.com/paypal/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e52924f3d99b0b3b677f636bc7eeeb02992924f3d99b0b3b677f636bc7eeeb0299,10000000,0.0,0.0,20.0,152.25,155.7,0.0,0.0,0.0,0.0,0.0,0.795103,1
www.lifestylzgh.com/.paypal---verification/,10000000,0.0,0.0,2.0,45.5,39.0,0.0,0.0,0.0,0.0,0.0,0.778947,1
'www.xhrn.cn/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',10000000,0.0,0.0,12.0,137.333333,135.333333,0.0,0.0,0.0,0.0,0.0,0.751606,1
tools.ietf.org/html/rfc831,14969,1.0,0.0,1.0,265.0,268.0,0.0,0.0,0.0,0.0,0.916667,0.850694,0
updateinformation.bankofamerica.com.ntamarine.com/home/login/welock.php?section=72703&amp;reason=&amp;portal=&amp;dltoken=7c27f3e680cf1b1d2461f79ddc41b377,10000000,0.0,0.0,12.0,183.583333,188.0,0.0,0.0,0.0,0.0,0.0,0.819257,1
casadokero.net78.net/index.html,40446,0.0,0.0,2.0,179.0,181.5,0.0,0.0,0.0,0.0,0.0,0.811558,1
www.sysax.com/server/index.htm,10000000,1.0,0.0,3.0,223.333333,228.666667,0.004471,0.004367,0.002981,0.002911,0.75,0.800797,0
www-128.ibm.com/developerworks/java/library/j-pg04125/,576,1.0,1.0,3.0,307.333333,315.333333,0.011572,0.01131,0.014591,0.013295,0.784173,0.868,0
www.ringsurf.com/ring/tgstory/,179326,0.0,0.0,2.0,46.0,50.5,0.0,0.0,0.0,0.0,0.0,0.649573,0
'www.youyoupzh.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',10000000,0.0,0.0,12.0,137.333333,135.333333,0.0,0.0,0.0,0.0,0.0,0.751606,1
www.pagat.com/eights/mao.html,96417,1.0,0.0,3.0,99.0,98.666667,0.0,0.0,0.0,0.0,0.714286,0.853125,0
jsoundstudio.tripod.com/index.html,1267,1.0,1.0,2.0,179.0,181.5,0.0,0.002604,0.0,0.002653,0.681818,0.811558,0
sabores.com/wp-content/security-paypal/security/pp/login.htm,292844,1.0,1.0,5.0,214.2,220.0,0.0,0.0,0.0,0.0,0.8125,0.836717,1
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=vqznmkeus.battle.net/d3/en/index&amp;,10000000,0.0,0.0,8.0,157.25,159.125,0.0,0.0,0.0,0.0,0.0,0.774895,1
www.sxluxing.com/css/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&aauwynnamp;ssl=0&dest,10000000,0.0,0.0,14.0,123.071429,120.642857,0.0,0.0,0.0,0.0,0.0,0.790136,1
www.tourismorocco.com/login/member/index.html,654851,0.0,0.0,4.0,283.25,293.75,0.0,0.0,0.0,0.0,0.0,0.847878,1
www.teleprompter-services.de/teleprom-e.htm,10000000,0.0,0.0,3.0,22.0,13.666667,0.0,0.0,0.0,0.0,0.0,0.550725,0
www.paypal.ca.4763.secure7c.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=fc5d13b2e5865ca78e13eb1dbcf2b46e,10000000,0.0,0.0,10.0,86.4,83.2,0.0,0.0,0.0,0.0,0.0,0.701103,1
thomyson.superweb.ws/Update-Your-access-dringer-of-match-server-danish-work-planet/Driver-santas-many-holf-moroko-zanga-mark-paulk-henil/pay_form_ec_cvv2.html?cmd=_Processing,181084,1.0,0.0,22.0,85.045455,86.409091,0.001065,0.001048,0.001066,0.001049,0.888889,0.767573,1
mitpress.mit.edu/catalog/item/default.asp?ttype=2&amp;tid=3987,1303,1.0,1.0,7.0,36.714286,34.142857,0.0,0.003425,0.003215,0.006849,0.602941,0.615635,0
tools.ietf.org/html/rfc1278,14969,1.0,0.0,1.0,265.0,268.0,0.0,0.0,0.0,0.0,0.916667,0.850694,0
sourceforge.net/projects/weirdx/,168,1.0,1.0,2.0,36.0,34.0,0.021978,0.011364,0.011765,0.0,0.666667,0.794872,0
www.bng-supply.com/mambotwo/,10000000,0.0,0.0,2.0,50.5,52.5,0.0,0.0,0.0,0.0,0.0,0.648,0
www.selfsoft.com/progs/mod_plsql/,10000000,0.0,0.0,2.0,11.5,9.5,0.0,0.0,0.0,0.0,0.0,0.75,0
eh.net/book_reviews/english-wool-market-c-1230-1327,310272,1.0,0.0,5.0,155.8,164.8,0.0,0.0,0.0,0.0,0.0,0.759605,0
www.genza.ru/cms/spaw2/uploads/files/information.html.php3,10000000,0.0,0.0,7.0,82.714286,79.428571,0.0,0.0,0.0,0.0,0.0,0.813099,1
www.eskeretns.ie/images/paypal.com/webs.htm,10000000,0.0,0.0,5.0,73.6,62.0,0.0,0.0,0.0,0.0,0.0,0.678218,1
tools.ietf.org/html/rfc1152,14969,1.0,0.0,1.0,265.0,268.0,0.0,0.0,0.0,0.0,0.916667,0.850694,0
3coach.be/nz.php,10000000,0.0,0.0,1.0,437.0,460.0,0.0,0.0,0.0,0.0,0.0,0.853306,1
www.nytimes.com/business/,122,1.0,1.0,1.0,295.0,326.0,0.0,0.005634,0.0,0.00597,0.354839,0.794798,0
www.nwoods.com/go/dotnet.htm,293054,0.0,0.0,2.0,14.5,9.0,0.0,0.0,0.0,0.0,0.0,0.566667,0
legendshow.com/images/4582234358/625305350/,10000000,0.0,0.0,1.0,110.0,102.0,0.0,0.0,0.0,0.0,0.0,0.766667,1
paypal.com.us.cgi-bin.webscr-cmd.login-run.dispatch.5885d80a13c0db1f8e263663d3faee8d43b1bb6ca6ed6aee8d43b16cv27bc.cliente5tcigrupo.ha-2.com/ggg.php,10000000,1.0,0.0,12.0,173.166667,173.5,0.0,0.0,0.0,0.0,0.5,0.803208,1
